"cage","sex","replicate","vial","X16","X20","X24","X40","X44","X48","X64","X68","X72","X88","X92","X96","X112","X116","X120","X136","X140","X144","X160","X164","X168","X184","X188","X192","cage.treat","cage.treat2","timepoint"
"1","F",1,"T5-1-1F",0,0,0,5,7,7,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"1","F",2,"T5-1-2F",0,0,0,5,7,7,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"1","F",3,"T5-1-3F",0,0,0,5,7,7,7,7,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"2","F",1,"T5-2-1F",0,0,0,6,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"2","F",2,"T5-2-2F",0,0,0,2,4,5,5,6,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"2","F",3,"T5-2-3F",0,0,0,5,7,7,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"3","F",1,"T5-3-1F",0,0,0,1,3,3,5,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"3","F",2,"T5-3-2F",0,1,1,2,4,5,7,7,7,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"3","F",3,"T5-3-3F",0,0,0,1,2,2,4,5,5,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"4","F",1,"T5-4-1F",0,0,0,1,2,2,5,7,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"4","F",2,"T5-4-2F",0,0,0,1,3,4,4,5,5,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"4","F",3,"T5-4-3F",0,0,0,2,4,4,5,5,7,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"5","F",1,"T5-5-1F",0,0,1,2,4,4,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"5","F",2,"T5-5-2F",0,0,0,1,2,2,7,7,7,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"5","F",3,"T5-5-3F",0,0,0,1,3,3,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"6","F",1,"T5-6-1F",0,0,0,0,2,3,4,4,5,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"6","F",2,"T5-6-2F",0,0,0,0,2,2,6,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"6","F",3,"T5-6-3F",0,0,0,1,3,3,6,6,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"7","F",1,"T5-7-1F",0,0,0,0,1,2,4,5,7,7,7,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"7","F",2,"T5-7-2F",0,0,0,0,1,1,3,3,4,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"7","F",3,"T5-7-3F",0,0,0,1,4,4,7,7,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"8","F",1,"T5-8-1F",0,0,0,5,7,7,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"8","F",2,"T5-8-2F",0,0,0,2,6,6,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,"MA","AT","5"
"8","F",3,"T5-8-3F",0,1,2,4,6,6,6,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"9","F",1,"T5-9-1F",0,0,0,2,3,3,4,4,4,6,7,8,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"9","F",2,"T5-9-2F",0,0,0,2,3,4,7,7,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"9","F",3,"T5-9-3F",0,0,0,2,3,4,5,5,5,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"10","F",1,"T5-10-1F",0,0,0,5,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"10","F",2,"T5-10-2F",0,0,0,3,5,5,5,6,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"10","F",3,"T5-10-3F",0,0,0,1,2,2,5,5,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"11","F",1,"T5-11-1F",0,0,0,3,4,4,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"11","F",2,"T5-11-2F",0,0,0,3,5,5,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,"MA","LB","5"
"11","F",3,"T5-11-3F",0,0,1,6,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","LB","5"
"12","F",1,"T5-12-1F",0,1,1,1,2,3,5,5,5,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"12","F",2,"T5-12-2F",0,0,0,1,2,3,3,3,4,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"MA","AT","5"
"12","F",3,"T5-12-3F",0,2,2,3,4,5,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,"MA","AT","5"
